,0,1,2,3,4,5,6,7,8,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_42963773,1,5,0,42,5,131,3,20,6,142
Group_PBMCs.RA_Sample_PBMCs.RA.3_43120598,0,9,1,6,1,5,26,521,0,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_43123923,4,2,3,14,534,170,11,63,6,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_43172849,1,6,5,802,1,241,11,30,49,16
Group_PBMCs.RA_Sample_PBMCs.RA.3_43181882,4,21,2,12,6,0,63,984,4,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_43227973,13,18,242,11,14,9,127,73,3,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_43276924,1,72,4,23,8,307,10,30,7,1491
Group_PBMCs.RA_Sample_PBMCs.RA.3_43309788,2,9,8,19,10,5,75,1831,7,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_43317610,11,85,7,28,11,798,7,10,11,95
Group_PBMCs.RA_Sample_PBMCs.RA.3_43399885,1,42,3,14,11,3,161,2564,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_43438844,1,10,3,16,7,310,10,13,9,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_43496511,6,13,5,15,575,166,12,29,1,1
Group_PBMCs.RA_Sample_PBMCs.RA.3_43510371,9,8,6,19,311,426,17,34,6,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_43513904,5,18,5,15,6,72,8,16,1,809
Group_PBMCs.RA_Sample_PBMCs.RA.3_43522550,2,26,9,22,4,7,31,1688,4,12
Group_PBMCs.RA_Sample_PBMCs.RA.3_43541113,4,22,1,17,10,267,10,21,136,13
Group_PBMCs.RA_Sample_PBMCs.RA.3_43621157,1,11,9,8,4,482,8,2352,4,23
Group_PBMCs.RA_Sample_PBMCs.RA.3_43681885,6,33,4,14,11,6,100,22,1,409
Group_PBMCs.RA_Sample_PBMCs.RA.3_43702686,3,8,4,5,15,87,9,2110,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_43765323,3,7,3,14,17,144,5,947,2,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_43765641,6,15,5,28,476,120,20,25,9,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_43793237,3,3,6,11,477,261,11,17,3,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_43820116,4,21,2,12,10,39,11,53,1,423
Group_PBMCs.RA_Sample_PBMCs.RA.3_43921018,2,9,3,4,2,76,10,13,2,544
Group_PBMCs.RA_Sample_PBMCs.RA.3_43977211,2,16,4,11,182,437,6,14,8,15
Group_PBMCs.RA_Sample_PBMCs.RA.3_43999197,6,17,2,14,6,548,4,18,1,551
Group_PBMCs.RA_Sample_PBMCs.RA.3_44026476,1,3,4,7,6,69,10,1423,1,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_44043054,3,16,12,30,19,14,29,230,3,15
Group_PBMCs.RA_Sample_PBMCs.RA.3_44065010,1,8,2,8,202,80,9,12,5,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_44310156,0,8,1,10,8,139,9,28,2,654
Group_PBMCs.RA_Sample_PBMCs.RA.3_44321670,5,5,6,31,15,175,18,1614,5,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_44338177,3,25,4,6,4,6,132,2110,3,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_44350529,3,4,3,11,2,438,8,592,2,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_44365631,8,16,2,24,14,54,26,1962,1,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_44369312,2,5,0,6,2,63,6,1258,1,1
Group_PBMCs.RA_Sample_PBMCs.RA.3_44373716,3,18,3,18,6,26,28,1717,1,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_44400940,6,65,7,16,6,750,9,26,3,338
Group_PBMCs.RA_Sample_PBMCs.RA.3_44463489,2,3,1,3,1,3,70,1596,1,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_44487072,2,6,1,6,4,78,2,10,0,54
Group_PBMCs.RA_Sample_PBMCs.RA.3_44522455,2,5,6,14,6,75,23,35,1,1437
Group_PBMCs.RA_Sample_PBMCs.RA.3_44593248,4,48,5,15,11,1,74,20,1,508
Group_PBMCs.RA_Sample_PBMCs.RA.3_44597313,4,22,1,14,8,3,69,1246,2,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_44648033,2,8,2,8,10,34,14,17,4,1462
Group_PBMCs.RA_Sample_PBMCs.RA.3_44651500,2,11,3,13,9,7,72,2076,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_44664121,3,74,2,7,5,15,125,2955,1,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_44729931,2,8,5,33,530,679,14,35,3,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_44738191,124,104,20,207,754,286,40,32,22,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_44746881,2,6,8,13,5,266,9,13,0,1289
Group_PBMCs.RA_Sample_PBMCs.RA.3_44757642,1,5,6,5,6,5,4,127,2,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_44859381,5,3,2,10,6,42,12,2134,2,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_44862263,3,4,4,10,6,178,3,1375,4,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_44883432,5,1,5,6,4,263,6,15,2,1190
Group_PBMCs.RA_Sample_PBMCs.RA.3_44893382,22,68,376,21,18,14,105,262,4,17
Group_PBMCs.RA_Sample_PBMCs.RA.3_44978966,6,5,6,20,304,124,13,45,3,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_45021904,8,51,11,29,16,19,35,1718,5,11
Group_PBMCs.RA_Sample_PBMCs.RA.3_45054854,6,13,5,27,16,89,19,2942,8,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_45139748,4,82,6,12,12,10,105,1255,3,13
Group_PBMCs.RA_Sample_PBMCs.RA.3_45167620,0,4,3,8,4,202,9,14,0,1335
Group_PBMCs.RA_Sample_PBMCs.RA.3_45250634,3,83,4,9,5,27,24,22,2,1249
Group_PBMCs.RA_Sample_PBMCs.RA.3_45334415,3,3,5,12,7,231,10,1188,3,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_45335984,3,110,5,18,6,72,6,14,4,297
Group_PBMCs.RA_Sample_PBMCs.RA.3_45405808,3,4,3,15,1,152,13,1647,1,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_45521066,9,16,6,26,9,518,15,33,4,1415
Group_PBMCs.RA_Sample_PBMCs.RA.3_45566496,2,76,2,7,6,47,7,11,0,944
Group_PBMCs.RA_Sample_PBMCs.RA.3_45571701,6,16,5,12,4,5,89,2213,1,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_45580846,7,16,2,15,11,63,11,2242,4,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_45640921,270,584,546,1316,1165,384,1141,763,276,133
Group_PBMCs.RA_Sample_PBMCs.RA.3_45742681,1,25,18,4,1,3,12,25,2,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_45773424,2,40,12,22,8,82,25,29,4,527
Group_PBMCs.RA_Sample_PBMCs.RA.3_45789385,12,15,12,74,18,629,33,40,28,405
Group_PBMCs.RA_Sample_PBMCs.RA.3_45793966,0,30,2,3,1,7,109,1818,0,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_45834224,6,10,9,16,620,670,16,43,6,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_45866841,2,23,5,7,3,5,26,1334,2,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_45899113,1,7,7,5,11,394,5,1781,2,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_45914006,4,42,3,7,2,9,23,1408,6,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_45935479,21,183,99,17,7,7,95,95,8,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_45942324,2,40,5,6,6,5,39,11,0,1302
Group_PBMCs.RA_Sample_PBMCs.RA.3_45943346,6,10,2,17,4,330,5,16,7,976
Group_PBMCs.RA_Sample_PBMCs.RA.3_45999553,2,29,1,3,3,12,24,1529,0,1
Group_PBMCs.RA_Sample_PBMCs.RA.3_46190358,2,2,2,7,9,6,198,3150,1,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_46209357,12,75,20,20,8,6,37,67,4,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_46312607,2,13,2,6,814,525,7,14,1,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_46362061,11,35,58,112,5,155,3,191,2,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_46424562,3,6,5,17,7,330,9,36,1,713
Group_PBMCs.RA_Sample_PBMCs.RA.3_46456522,4,7,5,24,12,135,10,1461,1,10
Group_PBMCs.RA_Sample_PBMCs.RA.3_46476153,8,10,1,7,2,418,7,34,2,1017
Group_PBMCs.RA_Sample_PBMCs.RA.3_46514969,9,33,9,34,20,56,31,1525,5,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_46594695,3,5,1,9,592,363,4,27,0,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_46665407,3,26,1,5,3,4,33,9,48,282
Group_PBMCs.RA_Sample_PBMCs.RA.3_46727907,7,13,7,17,12,553,17,28,2,1422
Group_PBMCs.RA_Sample_PBMCs.RA.3_46783184,9,23,6,23,600,233,27,38,5,20
Group_PBMCs.RA_Sample_PBMCs.RA.3_46793882,3,5,2,9,3,109,5,1637,1,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_46981688,8,108,3,619,8,200,5,28,48,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_47012240,2,32,4,18,13,4,76,1289,4,11
Group_PBMCs.RA_Sample_PBMCs.RA.3_47041300,0,3,2,8,8,12,9,23,7,234
Group_PBMCs.RA_Sample_PBMCs.RA.3_47133586,12,121,2,10,9,56,8,12,218,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_47138837,5,156,2,9,7,510,5,12,1,217
Group_PBMCs.RA_Sample_PBMCs.RA.3_47293532,0,1,2,7,1,25,2,155,0,0
Group_PBMCs.RA_Sample_PBMCs.RA.3_47308465,0,2,2,14,669,204,7,15,1,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_47409202,2,40,3,3,7,20,12,22,3,858
Group_PBMCs.RA_Sample_PBMCs.RA.3_47413440,0,28,6,15,3,8,43,334,0,656
Group_PBMCs.RA_Sample_PBMCs.RA.3_47455157,3,35,2,10,5,16,13,5,6,340
Group_PBMCs.RA_Sample_PBMCs.RA.3_47495783,9,19,3,9,4,5,11,116,48,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_47548223,2,12,11,6,10,555,7,23,4,518
Group_PBMCs.RA_Sample_PBMCs.RA.3_47581363,2,2,3,5,5,266,4,81,1,334
Group_PBMCs.RA_Sample_PBMCs.RA.3_47592007,8,75,8,9,7,2,95,1729,1,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_47628743,8,25,9,26,15,105,17,1510,3,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_47663451,16,141,33,42,15,11,93,186,5,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_47665164,1,1,5,10,5,2,50,1006,3,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_47742016,3,11,6,17,3,215,9,13,2,921
Group_PBMCs.RA_Sample_PBMCs.RA.3_47756700,4,122,2,7,6,6,237,2078,3,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_47840079,3,16,12,21,13,331,9,1872,3,13
Group_PBMCs.RA_Sample_PBMCs.RA.3_47875090,15,53,37,110,59,26,69,19,14,403
Group_PBMCs.RA_Sample_PBMCs.RA.3_47969854,4,9,1,9,8,213,9,1284,3,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_47980757,3,8,6,12,5,368,5,18,3,721
Group_PBMCs.RA_Sample_PBMCs.RA.3_48101540,2,2,6,9,10,49,3,1294,1,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_48104760,2,8,4,14,4,76,8,24,17,181
Group_PBMCs.RA_Sample_PBMCs.RA.3_48198944,1,6,4,7,3,94,5,1888,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_48255688,3,11,3,8,4,218,6,1852,1,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_48318308,5,17,5,13,7,343,14,83,86,33
Group_PBMCs.RA_Sample_PBMCs.RA.3_48362150,2,46,8,7,9,1,118,1655,2,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_48368659,2,4,4,7,3,395,6,31,1,1101
Group_PBMCs.RA_Sample_PBMCs.RA.3_48383451,3,5,4,6,10,154,9,15,1,361
Group_PBMCs.RA_Sample_PBMCs.RA.3_48384762,1,1,5,12,3,107,6,1676,3,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_48414864,0,33,4,12,10,43,11,1348,2,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_48511243,10,3,3,6,5,27,17,76,1,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_48529239,0,2,1,4,4,89,2,1571,0,24
Group_PBMCs.RA_Sample_PBMCs.RA.3_48557769,5,26,6,23,9,11,130,1417,2,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_48644189,1,36,9,10,16,11,214,4280,5,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_48730894,6,12,6,9,10,3,69,1514,0,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_48763044,1,14,5,20,275,227,6,16,3,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_48795714,0,4,6,12,8,139,6,1300,1,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_48820061,7,20,4,8,7,1,119,24,0,1625
Group_PBMCs.RA_Sample_PBMCs.RA.3_48847070,0,16,10,11,7,2,136,2133,0,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_48896615,3,57,5,12,4,76,22,57,3,1319
Group_PBMCs.RA_Sample_PBMCs.RA.3_49013922,4,24,4,15,4,10,24,20,2,967
Group_PBMCs.RA_Sample_PBMCs.RA.3_49070770,2,69,4,19,9,31,39,23,3,723
Group_PBMCs.RA_Sample_PBMCs.RA.3_49101750,4,11,4,17,13,411,10,1623,2,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_49286111,3,10,5,12,5,169,16,2277,2,14
Group_PBMCs.RA_Sample_PBMCs.RA.3_49293766,5,12,7,8,11,75,13,2574,2,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_49330601,4,26,3,11,655,110,4,36,3,12
Group_PBMCs.RA_Sample_PBMCs.RA.3_49422363,2,11,1,9,4,25,9,2786,0,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_49439705,5,23,3,14,8,262,6,38,67,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_49534578,0,9,1,9,662,204,7,52,0,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_49546853,9,19,14,34,13,251,20,2034,1,10
Group_PBMCs.RA_Sample_PBMCs.RA.3_49589939,2,19,6,12,7,613,7,1674,4,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_49624423,5,7,3,8,234,134,5,17,3,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_49634027,4,8,4,10,6,29,16,53,5,1103
Group_PBMCs.RA_Sample_PBMCs.RA.3_49641018,1,3,2,11,3,38,12,1799,0,11
Group_PBMCs.RA_Sample_PBMCs.RA.3_49642032,8,5,5,10,4,223,11,1828,6,57
Group_PBMCs.RA_Sample_PBMCs.RA.3_49690893,3,7,5,16,5,5,118,1894,0,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_49717205,5,8,2,14,4,6,31,1842,1,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_49810519,6,3,5,13,6,136,8,1871,3,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_49812722,2,5,2,9,580,179,3,19,0,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_49813853,1,49,1,7,4,1,70,1294,1,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_49898734,2,9,2,7,341,89,9,15,1,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_49947354,4,33,1,12,5,1,66,18,1,982
Group_PBMCs.RA_Sample_PBMCs.RA.3_49986449,1,6,6,6,564,135,8,11,0,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_50008984,3,38,1,13,14,7,70,960,1,10
Group_PBMCs.RA_Sample_PBMCs.RA.3_50009419,3,36,5,320,10,205,11,36,43,14
Group_PBMCs.RA_Sample_PBMCs.RA.3_50039720,29,306,115,102,49,28,135,63,20,16
Group_PBMCs.RA_Sample_PBMCs.RA.3_50046047,22,21,11,40,20,396,29,25,7,897
Group_PBMCs.RA_Sample_PBMCs.RA.3_50072142,2,4,1,7,0,72,6,599,2,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_50085422,3,7,7,20,19,229,10,54,2,837
Group_PBMCs.RA_Sample_PBMCs.RA.3_50095638,2,12,5,14,5,52,8,2779,2,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_50120273,3,76,4,512,10,305,13,25,24,110
Group_PBMCs.RA_Sample_PBMCs.RA.3_50146042,28,170,412,86,35,84,52,75,26,12
Group_PBMCs.RA_Sample_PBMCs.RA.3_50186447,3,7,1,10,3,7,84,1419,2,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_50264604,6,23,2,4,9,8,26,2110,2,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_50306765,5,11,2,7,6,335,7,12,1,1101
Group_PBMCs.RA_Sample_PBMCs.RA.3_50392417,3,3,7,17,7,468,15,30,33,15
Group_PBMCs.RA_Sample_PBMCs.RA.3_50464668,0,2,2,8,5,29,15,17,1,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_50504741,8,10,5,18,14,331,7,32,4,727
Group_PBMCs.RA_Sample_PBMCs.RA.3_50519650,5,8,3,10,6,186,7,1224,1,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_50556778,5,19,3,10,4,10,72,1185,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_50609639,2,1,4,8,474,182,15,7,2,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_50627436,5,7,2,4,7,401,3,1757,1,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_50726138,2,18,5,14,11,233,10,2896,5,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_50752887,1,6,3,13,8,195,13,1694,5,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_50788197,6,29,4,6,7,173,4,11,0,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_50798793,5,12,1,5,3,344,6,16,6,692
Group_PBMCs.RA_Sample_PBMCs.RA.3_50914538,6,4,2,8,5,313,5,2288,3,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_50989146,9,70,12,21,15,6,128,34,4,1170
Group_PBMCs.RA_Sample_PBMCs.RA.3_50993410,6,17,4,19,14,349,8,2943,5,13
Group_PBMCs.RA_Sample_PBMCs.RA.3_50996164,6,58,6,16,6,22,30,32,2,1365
Group_PBMCs.RA_Sample_PBMCs.RA.3_51003306,3,21,6,10,12,10,26,424,4,16
Group_PBMCs.RA_Sample_PBMCs.RA.3_51013423,3,69,8,17,6,88,12,27,8,96
Group_PBMCs.RA_Sample_PBMCs.RA.3_51057215,3,53,5,4,6,230,5,18,36,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_51076968,4,6,6,16,10,420,19,33,2,1279
Group_PBMCs.RA_Sample_PBMCs.RA.3_51077835,8,35,3,13,4,39,4,18,32,15
Group_PBMCs.RA_Sample_PBMCs.RA.3_51108862,4,14,4,16,2,6,15,421,2,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_51138918,5,2,2,8,4,9,34,34,11,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_51140736,4,7,3,16,7,188,4,1754,2,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_51162148,1,2,2,16,242,99,10,48,3,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_51219130,3,6,2,14,9,176,7,23,2,1336
Group_PBMCs.RA_Sample_PBMCs.RA.3_51249449,4,53,7,9,4,5,42,2189,3,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_51261452,2,4,4,12,2,479,6,1234,3,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_51273850,2,8,1,13,5,504,11,17,3,1636
Group_PBMCs.RA_Sample_PBMCs.RA.3_51481960,4,4,4,7,6,3,104,1169,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_51501786,1,59,0,9,6,3,82,1511,1,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_51548668,11,29,15,37,18,71,50,1959,5,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_51657406,1,5,3,14,5,355,5,16,12,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_51664566,3,31,10,19,6,347,14,18,6,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_51691767,1,7,3,8,4,1,67,1548,2,1
Group_PBMCs.RA_Sample_PBMCs.RA.3_51812312,9,14,8,25,6,773,8,27,5,2095
Group_PBMCs.RA_Sample_PBMCs.RA.3_51898641,0,3,4,3,2,56,7,17,0,82
Group_PBMCs.RA_Sample_PBMCs.RA.3_51907385,4,5,2,10,8,85,7,2075,1,1
Group_PBMCs.RA_Sample_PBMCs.RA.3_51982693,6,49,4,20,11,4,66,1616,0,1
Group_PBMCs.RA_Sample_PBMCs.RA.3_51983771,11,77,10,36,17,5,127,2192,5,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_52048124,2,19,3,12,4,5,81,2056,2,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_52055495,0,10,4,8,10,24,21,57,34,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_52110523,7,95,0,7,8,3,205,1641,1,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_52136667,3,60,2,10,5,3,137,2111,0,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_52138550,11,21,18,31,26,297,28,1871,6,10
Group_PBMCs.RA_Sample_PBMCs.RA.3_52167645,4,10,4,7,7,6,70,2483,3,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_52200005,8,12,6,12,7,598,15,30,0,1685
Group_PBMCs.RA_Sample_PBMCs.RA.3_52215547,4,48,2,6,6,5,105,1863,3,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_52251791,2,33,8,30,9,175,6,13,25,14
Group_PBMCs.RA_Sample_PBMCs.RA.3_52323232,2,24,2,11,4,18,14,1751,1,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_52338596,9,51,24,78,41,20,70,23,16,237
Group_PBMCs.RA_Sample_PBMCs.RA.3_52341199,3,2,0,6,3,200,7,2085,0,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_52434101,6,5,7,17,8,33,13,411,0,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_52596489,5,29,3,16,12,6,73,1247,3,10
Group_PBMCs.RA_Sample_PBMCs.RA.3_52606229,16,256,44,24,11,23,14,127,29,11
Group_PBMCs.RA_Sample_PBMCs.RA.3_52610862,4,6,7,22,16,7,18,333,4,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_52658741,3,89,3,10,7,6,92,2717,1,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_52675526,1,21,5,10,4,7,17,1954,0,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_52706887,24,326,127,26,23,7,160,89,8,15
Group_PBMCs.RA_Sample_PBMCs.RA.3_52784650,4,5,6,11,10,9,31,29,21,32
Group_PBMCs.RA_Sample_PBMCs.RA.3_52792342,2,4,4,11,496,187,8,33,3,13
Group_PBMCs.RA_Sample_PBMCs.RA.3_52792814,2,4,3,8,7,9,10,1247,0,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_52796996,4,8,6,15,384,95,19,20,5,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_52803935,2,5,5,16,13,8,43,1950,3,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_52881855,3,9,8,35,9,53,23,43,15,16
Group_PBMCs.RA_Sample_PBMCs.RA.3_52932139,15,15,9,28,14,21,26,74,8,85
Group_PBMCs.RA_Sample_PBMCs.RA.3_53006602,23,85,86,30,13,153,11,153,7,17
Group_PBMCs.RA_Sample_PBMCs.RA.3_53024085,5,32,8,27,14,7,118,1906,2,10
Group_PBMCs.RA_Sample_PBMCs.RA.3_53030597,5,37,2,9,6,6,94,2366,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_53104441,3,44,5,4,3,16,27,33,1,978
Group_PBMCs.RA_Sample_PBMCs.RA.3_53154674,0,7,1,11,9,64,3,1846,4,10
Group_PBMCs.RA_Sample_PBMCs.RA.3_53172889,1,15,4,13,10,4,97,1291,2,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_53173891,1,26,1,6,6,3,53,12,0,622
Group_PBMCs.RA_Sample_PBMCs.RA.3_53176715,6,29,19,37,27,35,38,2451,0,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_53453211,3,27,5,20,6,2,120,1658,2,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_53574226,1,35,3,11,3,5,49,1690,2,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_53617717,3,7,3,20,809,459,10,30,3,11
Group_PBMCs.RA_Sample_PBMCs.RA.3_53622678,1,9,3,4,4,57,5,423,1,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_53641763,6,13,6,23,11,297,9,1452,6,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_53668344,7,44,5,13,7,514,11,24,2,951
Group_PBMCs.RA_Sample_PBMCs.RA.3_53676897,3,38,4,13,470,95,10,18,9,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_53710772,4,38,5,7,4,9,22,23,10,123
Group_PBMCs.RA_Sample_PBMCs.RA.3_53818666,5,16,9,18,5,38,11,3165,2,7
Group_PBMCs.RA_Sample_PBMCs.RA.3_53820254,60,236,110,89,21,543,27,296,16,10
Group_PBMCs.RA_Sample_PBMCs.RA.3_53821255,5,12,4,11,12,31,16,2642,4,6
Group_PBMCs.RA_Sample_PBMCs.RA.3_53868564,8,10,9,15,11,71,13,67,5,35
Group_PBMCs.RA_Sample_PBMCs.RA.3_53918445,9,146,43,13,10,10,133,223,1,12
Group_PBMCs.RA_Sample_PBMCs.RA.3_53940280,5,9,3,14,4,377,16,40,4,1395
Group_PBMCs.RA_Sample_PBMCs.RA.3_54037902,12,306,80,35,6,28,26,215,4,25
Group_PBMCs.RA_Sample_PBMCs.RA.3_54087080,1,66,1,7,4,15,24,78,0,847
Group_PBMCs.RA_Sample_PBMCs.RA.3_54195321,6,10,5,15,568,154,3,12,1,1
Group_PBMCs.RA_Sample_PBMCs.RA.3_54198475,7,215,2,9,14,5,212,4944,3,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_54248651,0,44,1,11,5,6,64,2632,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_54252564,1,7,1,12,456,95,7,29,7,8
Group_PBMCs.RA_Sample_PBMCs.RA.3_54275098,3,10,1,9,1,25,5,504,4,4
Group_PBMCs.RA_Sample_PBMCs.RA.3_54623523,2,37,7,13,12,72,8,6,19,574
Group_PBMCs.RA_Sample_PBMCs.RA.3_54635384,10,44,87,22,7,24,17,109,11,5
Group_PBMCs.RA_Sample_PBMCs.RA.3_54819624,4,16,3,11,9,11,53,1965,3,9
Group_PBMCs.RA_Sample_PBMCs.RA.3_54858804,3,5,9,14,412,252,5,14,4,2
Group_PBMCs.RA_Sample_PBMCs.RA.3_54948886,10,52,6,17,7,25,15,20,17,3
Group_PBMCs.RA_Sample_PBMCs.RA.3_54952647,2,84,7,7,6,133,16,19,0,1511
Group_PBMCs.RA_Sample_PBMCs.RA.3_54981202,13,13,12,16,486,76,11,18,2,2
